order_id,order_item_id,product_id,seller_id,price,freight_value
order_000023,3,prod_00169,seller_094,15.48,39.76
order_000023,4,prod_00295,seller_098,74.44,11.94
order_000023,5,prod_00023,seller_012,442.6,49.08
order_000024,1,prod_00138,seller_045,310.98,20.7
order_000024,2,prod_00415,seller_059,484.55,13.82
order_000024,3,prod_00005,seller_071,347.2,27.63
order_000025,1,prod_00287,seller_089,396.67,34.02
order_000025,2,prod_00432,seller_002,365.32,44.31
order_000025,3,prod_00045,seller_019,332.57,49.57
order_000025,4,prod_00134,seller_022,455.71,43.47
order_000026,1,prod_00202,seller_100,375.69,10.81
order_000026,2,prod_00345,seller_093,34.26,31.69
order_000026,3,prod_00412,seller_073,457.33,38.03
order_000026,4,prod_00436,seller_076,158.05,34.36
order_000027,1,prod_00142,seller_036,388.77,27.68
order_000027,2,prod_00178,seller_073,216.81,34.82
order_000027,3,prod_00212,seller_038,185.52,49.09
order_000027,4,prod_00365,seller_049,219.29,33.92
order_000028,1,prod_00254,seller_054,388.7,41.06
order_000028,2,prod_00122,seller_012,367.06,27.39
order_000028,3,prod_00478,seller_087,335.4,30.8
order_000029,1,prod_00028,seller_095,374.3,48.09
order_000029,2,prod_00062,seller_022,151.4,33.03
order_000029,3,prod_00254,seller_058,357.85,34.13
order_000029,4,prod_00156,seller_053,446.91,38.28
order_000029,5,prod_00424,seller_064,255.7,10.68
order_000030,1,prod_00226,seller_014,230.77,31.92
order_000030,2,prod_00116,seller_060,464.66,5.97
order_000030,3,prod_00349,seller_004,288.55,22.59
order_000031,1,prod_00347,seller_001,252.89,12.53
order_000031,2,prod_00182,seller_072,451.21,13.73
order_000031,3,prod_00107,seller_084,143.06,7.45
order_000031,4,prod_00413,seller_092,378.98,38.06
order_000031,5,prod_00133,seller_083,117.69,5.96
order_000032,1,prod_00015,seller_095,397.53,31.83
order_000032,2,prod_00281,seller_047,443.77,14.71
order_000032,3,prod_00380,seller_026,223.15,23.94
order_000032,4,prod_00402,seller_054,95.03,42.54
order_000033,1,prod_00070,seller_050,433.73,31.77
order_000033,2,prod_00292,seller_037,71.54,44.81
order_000033,3,prod_00077,seller_069,331.23,20.56
order_000033,4,prod_00277,seller_028,96.66,47.97
order_000034,1,prod_00487,seller_013,79.34,46.22
order_000034,2,prod_00031,seller_093,412.87,9.63
order_000034,3,prod_00176,seller_034,177.81,44.59
order_000034,4,prod_00399,seller_100,200.06,8.34
order_000034,5,prod_00449,seller_019,317.56,28.98
order_000035,1,prod_00392,seller_045,413.85,30.84
order_000035,2,prod_00498,seller_095,171.76,30.12
order_000035,3,prod_00031,seller_033,135.65,45.08
order_000035,4,prod_00110,seller_095,171.41,17.82
order_000036,1,prod_00403,seller_014,381.49,17.04
order_000037,1,prod_00050,seller_014,402.66,32.35
order_000037,2,prod_00068,seller_011,282.57,11.08
order_000037,3,prod_00325,seller_096,296.34,32.81
order_000038,1,prod_00229,seller_092,250.14,7.9
order_000039,1,prod_00385,seller_045,422.82,14.77
order_000039,2,prod_00081,seller_036,275.79,20.77
order_000040,1,prod_00452,seller_094,418.88,41.27
order_000040,2,prod_00145,seller_092,40.54,7.82
order_000040,3,prod_00111,seller_075,166.9,27.67
order_000041,1,prod_00270,seller_055,232.0,15.86
order_000041,2,prod_00322,seller_058,11.05,16.3
order_000041,3,prod_00114,seller_089,347.78,10.25
order_000041,4,prod_00325,seller_003,367.15,41.96
order_000041,5,prod_00313,seller_095,315.4,15.36
order_000042,1,prod_00016,seller_097,185.93,39.65
order_000042,2,prod_00391,seller_087,57.58,6.99
order_000042,3,prod_00411,seller_055,334.17,25.89
order_000042,4,prod_00406,seller_073,319.12,41.66
order_000043,1,prod_00049,seller_069,108.76,41.99
order_000043,2,prod_00397,seller_066,249.94,35.24
order_000044,1,prod_00242,seller_042,68.37,39.48
order_000044,2,prod_00016,seller_053,345.77,49.33
order_000045,1,prod_00129,seller_083,26.77,5.47
order_000045,2,prod_00246,seller_074,137.6,25.58
order_000045,3,prod_00172,seller_077,402.55,41.63
order_000045,4,prod_00006,seller_092,490.32,44.46
order_000046,1,prod_00186,seller_087,339.95,7.77
order_000046,2,prod_00273,seller_062,331.0,15.59
order_000046,3,prod_00435,seller_025,319.18,42.59
order_000046,4,prod_00257,seller_068,441.3,15.18
order_000047,1,prod_00007,seller_091,418.02,37.4
order_000047,2,prod_00460,seller_076,161.58,25.95
order_000047,3,prod_00487,seller_052,47.77,14.57
order_000047,4,prod_00295,seller_082,243.61,29.96
order_000048,1,prod_00065,seller_077,32.61,35.06
order_000049,1,prod_00098,seller_068,200.13,14.31
order_000049,2,prod_00279,seller_016,153.82,12.62
order_000049,3,prod_00245,seller_095,34.29,15.76
order_000050,1,prod_00440,seller_037,441.98,12.15
order_000051,1,prod_00178,seller_075,126.71,29.85
order_000052,1,prod_00143,seller_068,351.81,27.26
order_000052,2,prod_00077,seller_027,130.15,6.17
order_000053,1,prod_00254,seller_088,54.27,41.62
order_000053,2,prod_00312,seller_046,57.02,47.11
order_000053,3,prod_00130,seller_098,193.93,18.96
order_000053,4,prod_00003,seller_010,247.69,32.47
order_000054,1,prod_00366,seller_095,347.23,15.24
order_000054,2,prod_00453,seller_044,205.37,40.59
order_000055,1,prod_00207,seller_005,174.93,27.13
order_000055,2,prod_00347,seller_067,492.92,24.05
order_000055,3,prod_00217,seller_052,427.19,42.47
order_000055,4,prod_00300,seller_098,436.9,18.75
order_000056,1,prod_00154,seller_049,244.49,30.36
order_000056,2,prod_00261,seller_031,429.69,48.89
order_000056,3,prod_00020,seller_100,75.12,10.71
order_000056,4,prod_00411,seller_085,270.55,19.69
order_000057,1,prod_00184,seller_029,378.17,35.16
order_000057,2,prod_00110,seller_054,258.12,24.73
order_000057,3,prod_00389,seller_029,183.99,41.57
order_000058,1,prod_00004,seller_078,479.37,27.99
order_000059,1,prod_00072,seller_062,16.61,45.49
order_000059,2,prod_00434,seller_011,306.62,14.49
order_000059,3,prod_00155,seller_009,90.91,11.19
order_000060,1,prod_00305,seller_063,85.38,32.88
order_000060,2,prod_00321,seller_041,124.15,34.02
order_000060,3,prod_00266,seller_087,208.27,9.01
order_000060,4,prod_00092,seller_019,261.57,37.84
order_000060,5,prod_00485,seller_037,206.16,9.52
order_000061,1,prod_00175,seller_052,380.6,35.0
order_000061,2,prod_00416,seller_043,72.47,31.66
order_000061,3,prod_00274,seller_078,164.93,23.53
order_000062,1,prod_00025,seller_055,24.33,13.62
order_000062,2,prod_00477,seller_030,127.15,31.62
order_000062,3,prod_00187,seller_068,373.66,11.54
order_000063,1,prod_00162,seller_027,47.03,6.1
order_000063,2,prod_00134,seller_088,218.1,35.15
order_000063,3,prod_00186,seller_037,466.97,12.78
order_000064,1,prod_00424,seller_066,279.89,36.82
order_000064,2,prod_00199,seller_006,64.63,6.16
order_000064,3,prod_00286,seller_039,93.37,20.87
order_000065,1,prod_00069,seller_062,69.06,35.7
order_000066,1,prod_00497,seller_015,165.09,41.03
order_000066,2,prod_00008,seller_025,153.3,27.49
order_000066,3,prod_00166,seller_052,372.42,46.13
order_000066,4,prod_00161,seller_003,476.74,31.44
order_000066,5,prod_00203,seller_059,159.86,27.12
order_000067,1,prod_00065,seller_052,496.68,32.14
order_000067,2,prod_00254,seller_011,240.49,20.32
order_000067,3,prod_00286,seller_050,493.65,47.77
order_000067,4,prod_00325,seller_030,190.41,36.57
order_000067,5,prod_00235,seller_098,369.66,43.69
order_000068,1,prod_00270,seller_075,92.44,13.03
order_000068,2,prod_00057,seller_080,102.58,33.1
order_000068,3,prod_00441,seller_077,384.9,22.22
order_000068,4,prod_00297,seller_083,429.62,17.22
order_000069,1,prod_00343,seller_033,172.58,12.0
order_000070,1,prod_00120,seller_016,474.06,41.37
order_000070,2,prod_00435,seller_036,412.07,46.68
order_000070,3,prod_00493,seller_076,121.0,30.31
order_000070,4,prod_00292,seller_088,14.53,20.4
order_000070,5,prod_00083,seller_075,289.03,9.33
order_000071,1,prod_00246,seller_091,219.52,31.24
order_000071,2,prod_00184,seller_029,110.49,18.77
order_000071,3,prod_00285,seller_096,167.91,36.08
order_000072,1,prod_00067,seller_030,179.45,24.22
order_000072,2,prod_00312,seller_088,240.74,20.3
order_000073,1,prod_00093,seller_020,362.59,22.32
order_000073,2,prod_00270,seller_042,64.74,20.2
order_000073,3,prod_00341,seller_020,114.34,20.63
order_000073,4,prod_00395,seller_097,410.31,41.5
order_000073,5,prod_00202,seller_066,120.59,20.75
order_000074,1,prod_00203,seller_090,46.29,13.04
order_000074,2,prod_00420,seller_080,49.99,24.79
order_000074,3,prod_00161,seller_070,256.83,15.86
order_000074,4,prod_00041,seller_062,344.78,10.71
order_000074,5,prod_00197,seller_018,499.66,49.28
order_000075,1,prod_00012,seller_023,121.05,8.37
order_000075,2,prod_00285,seller_030,149.77,34.07
order_000075,3,prod_00064,seller_059,135.6,40.7
order_000075,4,prod_00401,seller_022,461.45,27.18
order_000075,5,prod_00451,seller_024,230.19,13.36
order_000076,1,prod_00117,seller_007,165.08,9.98
order_000076,2,prod_00241,seller_011,257.48,13.28
order_000076,3,prod_00009,seller_080,399.72,8.16
order_000076,4,prod_00096,seller_100,186.56,40.47
order_000077,1,prod_00497,seller_090,190.46,9.17
order_000077,2,prod_00364,seller_071,140.69,37.36
order_000077,3,prod_00274,seller_015,135.74,27.54
order_000077,4,prod_00140,seller_047,154.18,7.98
order_000078,1,prod_00374,seller_013,256.36,40.92
order_000078,2,prod_00281,seller_004,397.66,29.12
order_000078,3,prod_00356,seller_100,104.07,14.9
order_000078,4,prod_00480,seller_092,372.72,32.56
order_000078,5,prod_00475,seller_002,54.72,43.66
order_000079,1,prod_00146,seller_063,255.94,27.98
order_000080,1,prod_00040,seller_036,179.68,31.05
order_000080,2,prod_00420,seller_087,341.91,19.78
order_000080,3,prod_00117,seller_044,244.98,37.74
order_000080,4,prod_00291,seller_070,38.54,21.58
order_000081,1,prod_00273,seller_062,480.67,25.22
order_000081,2,prod_00323,seller_084,40.03,24.23
order_000081,3,prod_00116,seller_053,166.59,49.49
order_000081,4,prod_00297,seller_092,79.52,13.85
order_000081,5,prod_00345,seller_007,81.29,9.53
order_000082,1,prod_00279,seller_056,156.16,42.71
order_000082,2,prod_00166,seller_089,438.13,34.3
order_000082,3,prod_00059,seller_049,453.29,18.46
order_000082,4,prod_00210,seller_099,203.52,31.05
order_000082,5,prod_00274,seller_033,212.29,29.19
order_000083,1,prod_00359,seller_050,410.5,23.67
order_000083,2,prod_00214,seller_043,308.99,15.74
order_000083,3,prod_00150,seller_005,105.69,44.28
order_000083,4,prod_00205,seller_064,100.14,8.58
order_000084,1,prod_00126,seller_095,80.17,25.59
order_000084,2,prod_00485,seller_051,449.67,20.88
order_000084,3,prod_00445,seller_029,278.4,39.44
order_000084,4,prod_00408,seller_082,136.54,42.84
order_000084,5,prod_00171,seller_091,467.37,9.6
order_000085,1,prod_00436,seller_061,405.7,20.2
order_000085,2,prod_00115,seller_005,170.16,26.52
order_000086,1,prod_00086,seller_020,155.91,5.83
order_000086,2,prod_00226,seller_005,411.3,23.09
order_000086,3,prod_00110,seller_044,193.16,39.04
order_000087,1,prod_00133,seller_027,18.33,9.52
order_000087,2,prod_00110,seller_051,277.57,41.15
order_000087,3,prod_00027,seller_020,439.18,48.77
order_000087,4,prod_00021,seller_059,425.43,42.24
order_000088,1,prod_00334,seller_081,447.82,17.05
order_000088,2,prod_00210,seller_042,243.81,18.73
order_000089,1,prod_00101,seller_046,258.21,5.67
order_000089,2,prod_00179,seller_071,244.01,9.74
order_000089,3,prod_00357,seller_023,78.1,35.97
order_000090,1,prod_00417,seller_005,206.79,33.67
order_000090,2,prod_00431,seller_016,61.37,13.34
order_000090,3,prod_00206,seller_040,77.29,30.76
order_000090,4,prod_00141,seller_092,143.28,15.26
order_000090,5,prod_00454,seller_079,381.38,17.35
order_000091,1,prod_00188,seller_079,235.44,19.79
order_000091,2,prod_00007,seller_094,47.79,13.36
order_000091,3,prod_00323,seller_054,261.9,22.82
order_000091,4,prod_00455,seller_060,91.47,5.07
order_000091,5,prod_00448,seller_005,14.85,6.59
order_000092,1,prod_00379,seller_095,70.89,24.0
order_000092,2,prod_00187,seller_093,177.64,22.5
order_000093,1,prod_00276,seller_095,462.81,47.55
order_000093,2,prod_00268,seller_073,129.06,37.17
order_000093,3,prod_00426,seller_031,309.34,43.14
order_000093,4,prod_00446,seller_091,498.27,5.5
order_000093,5,prod_00296,seller_034,378.31,5.73
order_000094,1,prod_00384,seller_046,115.5,36.55
order_000094,2,prod_00051,seller_078,440.17,17.82
order_000094,3,prod_00329,seller_093,97.72,14.38
order_000095,1,prod_00245,seller_001,303.45,19.34
order_000095,2,prod_00062,seller_063,441.98,12.93
order_000095,3,prod_00199,seller_051,28.55,6.34
order_000095,4,prod_00133,seller_071,242.98,29.93
order_000095,5,prod_00297,seller_067,487.75,45.65
order_000096,1,prod_00151,seller_019,330.63,6.52
order_000096,2,prod_00027,seller_095,385.5,49.18
order_000096,3,prod_00155,seller_033,65.49,29.1
order_000096,4,prod_00325,seller_069,113.31,27.99
order_000096,5,prod_00197,seller_060,25.14,23.85
order_000097,1,prod_00164,seller_047,11.82,49.18
order_000097,2,prod_00321,seller_090,167.97,23.11
order_000097,3,prod_00078,seller_057,146.37,38.0
order_000097,4,prod_00007,seller_071,192.81,32.05
order_000097,5,prod_00164,seller_084,57.0,33.23
order_000098,1,prod_00220,seller_060,149.64,14.14
order_000098,2,prod_00370,seller_093,48.87,37.64
order_000098,3,prod_00283,seller_067,60.37,40.99
order_000099,1,prod_00155,seller_031,334.08,24.87
order_000099,2,prod_00293,seller_031,338.15,44.03
order_000099,3,prod_00099,seller_089,64.81,19.96
order_000099,4,prod_00329,seller_066,78.61,9.94
order_000100,1,prod_00323,seller_054,300.82,7.43
order_000100,2,prod_00263,seller_059,251.19,8.48
order_000100,3,prod_00091,seller_070,411.17,31.71
order_000101,1,prod_00450,seller_070,241.62,43.19
order_000101,2,prod_00305,seller_017,357.32,25.22
order_000101,3,prod_00238,seller_024,374.12,32.94
order_000101,4,prod_00169,seller_069,265.44,36.83
order_000101,5,prod_00497,seller_085,477.14,40.01
order_000102,1,prod_00062,seller_092,185.28,17.02
order_000102,2,prod_00255,seller_025,311.1,15.05
order_000103,1,prod_00268,seller_069,19.16,34.46
order_000103,2,prod_00006,seller_098,37.73,32.76
order_000103,3,prod_00192,seller_067,164.99,38.4
order_000104,1,prod_00223,seller_001,90.22,49.68
order_000104,2,prod_00465,seller_021,408.4,39.41
order_000104,3,prod_00100,seller_073,166.43,11.11
order_000104,4,prod_00067,seller_092,487.21,35.26
order_000104,5,prod_00363,seller_074,108.92,33.58
order_000105,1,prod_00495,seller_092,53.86,27.99
order_000105,2,prod_00440,seller_078,112.91,25.99
order_000106,1,prod_00356,seller_073,115.34,28.58
order_000106,2,prod_00134,seller_046,435.82,22.31
order_000106,3,prod_00027,seller_092,241.98,25.73
order_000106,4,prod_00167,seller_045,187.15,6.39
order_000107,1,prod_00439,seller_019,227.1,38.74
order_000107,2,prod_00249,seller_039,53.39,36.64
order_000107,3,prod_00336,seller_016,171.26,23.81
order_000108,1,prod_00018,seller_040,308.94,38.79
order_000108,2,prod_00140,seller_049,327.85,11.75
order_000108,3,prod_00189,seller_093,55.4,12.52
order_000109,1,prod_00159,seller_040,407.6,41.05
order_000109,2,prod_00172,seller_063,68.31,46.11
order_000109,3,prod_00347,seller_086,119.08,47.38
order_000109,4,prod_00236,seller_078,343.97,8.38
order_000110,1,prod_00179,seller_065,15.6,8.71
order_000110,2,prod_00028,seller_072,431.84,27.12
order_000110,3,prod_00253,seller_003,246.86,42.53
order_000111,1,prod_00319,seller_002,151.96,46.61
order_000111,2,prod_00159,seller_096,315.05,36.08
order_000111,3,prod_00195,seller_040,84.07,27.22
order_000111,4,prod_00500,seller_014,366.57,31.34
order_000112,1,prod_00347,seller_075,436.45,14.57
order_000112,2,prod_00011,seller_075,21.33,10.5
order_000112,3,prod_00337,seller_028,404.88,34.57
order_000112,4,prod_00458,seller_083,458.51,37.99
order_000112,5,prod_00265,seller_050,214.0,24.3
order_000113,1,prod_00073,seller_082,152.28,47.12
order_000113,2,prod_00243,seller_008,408.18,37.53
order_000113,3,prod_00379,seller_033,257.11,13.54
order_000113,4,prod_00266,seller_004,276.21,47.13
order_000114,1,prod_00267,seller_019,430.04,38.88
order_000114,2,prod_00209,seller_058,161.05,12.66
order_000115,1,prod_00422,seller_037,437.82,16.85
order_000115,2,prod_00474,seller_029,45.74,37.13
order_000115,3,prod_00007,seller_038,410.51,14.18
order_000115,4,prod_00216,seller_086,263.84,36.36
order_000116,1,prod_00232,seller_087,90.28,18.98
order_000116,2,prod_00060,seller_068,306.27,11.87
order_000117,1,prod_00329,seller_067,498.82,42.64
order_000117,2,prod_00325,seller_056,321.01,40.4
order_000117,3,prod_00022,seller_088,18.88,13.25
order_000118,1,prod_00016,seller_006,375.22,20.42
order_000119,1,prod_00228,seller_090,47.53,8.45
order_000119,2,prod_00414,seller_006,347.86,49.44
order_000119,3,prod_00152,seller_060,200.84,31.01
order_000119,4,prod_00017,seller_017,275.65,22.35
order_000120,1,prod_00121,seller_032,454.42,13.94
order_000121,1,prod_00499,seller_045,182.57,38.84
order_000121,2,prod_00015,seller_096,295.99,24.68
order_000121,3,prod_00129,seller_021,191.25,43.18
order_000121,4,prod_00039,seller_055,147.8,46.35
order_000121,5,prod_00067,seller_090,250.94,39.41
order_000122,1,prod_00318,seller_095,372.01,34.24
order_000122,2,prod_00386,seller_078,132.91,35.61
order_000122,3,prod_00078,seller_097,349.57,37.8
order_000123,1,prod_00224,seller_026,393.0,8.53
order_000124,1,prod_00192,seller_065,204.17,30.03
order_000124,2,prod_00023,seller_046,95.4,10.42
order_000124,3,prod_00077,seller_020,365.07,39.07
order_000125,1,prod_00060,seller_081,455.05,16.77
order_000125,2,prod_00466,seller_088,400.83,15.96
order_000125,3,prod_00209,seller_043,291.37,27.26
order_000125,4,prod_00153,seller_030,182.58,5.36
order_000125,5,prod_00320,seller_066,396.69,10.71
order_000126,1,prod_00139,seller_068,202.71,12.43
order_000126,2,prod_00445,seller_025,439.78,25.46
order_000126,3,prod_00107,seller_047,489.17,35.29
order_000126,4,prod_00124,seller_057,255.57,47.21
order_000127,1,prod_00488,seller_084,24.09,46.05
order_000127,2,prod_00276,seller_069,497.25,27.13
order_000127,3,prod_00147,seller_060,350.97,46.36
order_000128,1,prod_00135,seller_058,44.64,38.29
order_000129,1,prod_00303,seller_074,22.57,18.46
order_000129,2,prod_00268,seller_001,255.31,44.88
order_000129,3,prod_00048,seller_010,355.81,34.38
order_000130,1,prod_00435,seller_064,447.64,36.49
order_000130,2,prod_00215,seller_089,289.99,21.82
order_000130,3,prod_00008,seller_013,254.02,12.58
order_000131,1,prod_00393,seller_077,225.45,8.1
order_000131,2,prod_00459,seller_025,116.75,38.48
order_000131,3,prod_00277,seller_095,433.85,10.51
order_000131,4,prod_00118,seller_010,199.3,39.76
order_000131,5,prod_00375,seller_030,309.42,17.67
order_000132,1,prod_00028,seller_031,490.64,40.68
order_000133,1,prod_00495,seller_022,38.06,24.1
order_000133,2,prod_00403,seller_034,216.06,20.91
order_000134,1,prod_00278,seller_052,226.31,28.69
order_000134,2,prod_00103,seller_058,236.56,6.44
order_000134,3,prod_00139,seller_030,51.42,17.07
order_000134,4,prod_00449,seller_023,206.22,38.62
order_000135,1,prod_00217,seller_019,230.52,42.9
order_000135,2,prod_00181,seller_089,387.5,36.95
order_000135,3,prod_00344,seller_013,174.77,42.53
order_000135,4,prod_00365,seller_080,69.78,47.1
order_000135,5,prod_00379,seller_044,285.99,25.77
order_000136,1,prod_00146,seller_070,405.54,9.56
order_000136,2,prod_00428,seller_071,110.76,18.55
order_000137,1,prod_00442,seller_049,492.58,17.05
order_000138,1,prod_00035,seller_052,47.73,6.06
order_000138,2,prod_00324,seller_056,59.72,9.45
order_000138,3,prod_00162,seller_040,143.1,8.19
order_000138,4,prod_00368,seller_077,256.14,41.16
order_000139,1,prod_00459,seller_017,208.65,11.7
order_000139,2,prod_00183,seller_034,310.06,29.29
order_000139,3,prod_00204,seller_052,308.21,15.23
order_000139,4,prod_00164,seller_034,198.95,28.1
order_000139,5,prod_00209,seller_020,91.08,19.89
order_000140,1,prod_00045,seller_013,416.14,28.27
order_000140,2,prod_00196,seller_098,464.43,29.83
order_000141,1,prod_00231,seller_034,313.72,44.42
order_000141,2,prod_00494,seller_013,348.54,39.08
order_000141,3,prod_00271,seller_053,440.81,11.02
order_000142,1,prod_00439,seller_100,198.99,15.16
order_000142,2,prod_00266,seller_070,15.91,28.56
order_000142,3,prod_00281,seller_054,79.62,37.49
order_000143,1,prod_00056,seller_028,421.18,29.34
order_000143,2,prod_00409,seller_048,282.42,36.55
order_000144,1,prod_00181,seller_098,157.4,12.94
order_000144,2,prod_00157,seller_022,412.67,38.0
order_000144,3,prod_00362,seller_092,337.42,17.53
order_000144,4,prod_00093,seller_016,55.87,10.45
order_000144,5,prod_00168,seller_089,176.26,37.27
order_000145,1,prod_00246,seller_063,325.09,25.41
order_000145,2,prod_00369,seller_027,297.16,30.24
order_000145,3,prod_00034,seller_087,498.46,11.9
order_000145,4,prod_00499,seller_077,366.21,16.81
order_000146,1,prod_00224,seller_010,365.75,49.54
order_000147,1,prod_00420,seller_069,467.26,12.18
order_000148,1,prod_00184,seller_083,376.4,15.53
order_000149,1,prod_00337,seller_060,96.53,35.17
order_000149,2,prod_00470,seller_015,451.08,28.3
order_000149,3,prod_00119,seller_076,199.6,19.09
order_000149,4,prod_00314,seller_056,158.14,40.94
order_000150,1,prod_00485,seller_032,213.83,33.75
order_000150,2,prod_00432,seller_024,141.98,49.52
order_000150,3,prod_00380,seller_021,15.83,47.35
order_000151,1,prod_00126,seller_098,436.08,37.83
order_000151,2,prod_00360,seller_018,425.77,40.22
order_000151,3,prod_00439,seller_061,157.5,28.94
order_000151,4,prod_00415,seller_003,200.48,41.46
order_000152,1,prod_00341,seller_039,453.17,10.26
order_000152,2,prod_00014,seller_074,437.79,21.68
order_000152,3,prod_00068,seller_077,245.93,23.31
order_000153,1,prod_00005,seller_012,270.22,28.52
order_000153,2,prod_00420,seller_091,475.06,25.01
order_000153,3,prod_00102,seller_052,142.31,14.01
order_000153,4,prod_00327,seller_065,338.49,11.62
order_000154,1,prod_00310,seller_085,487.03,14.18
order_000155,1,prod_00473,seller_015,363.51,11.58
order_000155,2,prod_00257,seller_099,464.63,32.18
order_000156,1,prod_00124,seller_004,244.71,22.52
order_000156,2,prod_00211,seller_016,111.5,17.31
order_000156,3,prod_00476,seller_034,224.65,22.43
order_000156,4,prod_00394,seller_023,59.01,47.11
order_000157,1,prod_00447,seller_084,400.54,45.11
order_000157,2,prod_00037,seller_044,19.52,27.09
order_000157,3,prod_00281,seller_009,427.06,12.89
order_000157,4,prod_00393,seller_016,307.65,33.85
order_000158,1,prod_00473,seller_088,269.37,9.26
order_000158,2,prod_00491,seller_031,50.17,40.24
order_000159,1,prod_00399,seller_061,427.69,11.86
order_000160,1,prod_00194,seller_028,240.81,43.22
order_000160,2,prod_00201,seller_069,468.52,21.46
order_000160,3,prod_00460,seller_100,58.43,19.64
order_000160,4,prod_00086,seller_052,440.41,11.43
order_000160,5,prod_00040,seller_076,415.49,49.4
order_000161,1,prod_00145,seller_057,256.67,17.22
order_000162,1,prod_00336,seller_081,314.28,15.52
order_000162,2,prod_00466,seller_055,69.83,17.79
order_000162,3,prod_00233,seller_020,476.86,49.02
order_000163,1,prod_00410,seller_084,398.89,28.79
order_000163,2,prod_00086,seller_085,129.02,38.28
order_000164,1,prod_00036,seller_086,465.54,44.68
order_000164,2,prod_00292,seller_047,269.01,41.4
order_000165,1,prod_00307,seller_058,265.84,12.79
order_000165,2,prod_00326,seller_068,319.78,9.89
order_000166,1,prod_00173,seller_076,94.47,48.64
order_000167,1,prod_00338,seller_053,195.0,45.17
order_000167,2,prod_00069,seller_043,489.62,22.25
order_000167,3,prod_00337,seller_056,211.24,23.47
order_000167,4,prod_00274,seller_058,474.25,30.21
order_000167,5,prod_00389,seller_005,397.69,32.5
order_000168,1,prod_00048,seller_006,400.91,24.09
order_000168,2,prod_00362,seller_044,97.33,30.14
order_000169,1,prod_00159,seller_036,295.66,13.03
order_000169,2,prod_00068,seller_021,193.46,8.62
order_000170,1,prod_00216,seller_016,418.88,20.73
order_000170,2,prod_00289,seller_040,242.28,29.46
order_000170,3,prod_00052,seller_083,274.81,6.05
order_000170,4,prod_00466,seller_078,235.84,29.3
