review_id,order_id,review_score,review_comment_title,review_comment_message,review_creation_date,review_answer_timestamp
review_000080,order_000080,3,,Comment message 79,2022-01-21 06:55:40.028005601,2022-01-22 06:55:40.028005601
review_000081,order_000081,1,,,2022-01-21 12:10:48.129625925,2022-01-22 12:10:48.129625925
review_000082,order_000082,5,Title 81,Comment message 81,2022-01-21 17:25:56.231246249,2022-01-22 17:25:56.231246249
review_000083,order_000083,5,Title 82,Comment message 82,2022-01-21 22:41:04.332866573,2022-01-22 22:41:04.332866573
review_000084,order_000084,2,,,2022-01-22 03:56:12.434486897,2022-01-23 03:56:12.434486897
review_000085,order_000085,3,,Comment message 84,2022-01-22 09:11:20.536107221,2022-01-23 09:11:20.536107221
review_000086,order_000086,1,Title 85,Comment message 85,2022-01-22 14:26:28.637727545,2022-01-23 14:26:28.637727545
review_000087,order_000087,1,Title 86,,2022-01-22 19:41:36.739347869,2022-01-23 19:41:36.739347869
review_000088,order_000088,3,Title 87,Comment message 87,2022-01-23 00:56:44.840968193,2022-01-24 00:56:44.840968193
review_000089,order_000089,2,,Comment message 88,2022-01-23 06:11:52.942588517,2022-01-24 06:11:52.942588517
review_000090,order_000090,1,Title 89,Comment message 89,2022-01-23 11:27:01.044208842,2022-01-24 11:27:01.044208842
review_000091,order_000091,2,,Comment message 90,2022-01-23 16:42:09.145829166,2022-01-24 16:42:09.145829166
review_000092,order_000092,5,Title 91,Comment message 91,2022-01-23 21:57:17.247449490,2022-01-24 21:57:17.247449490
review_000093,order_000093,5,,Comment message 92,2022-01-24 03:12:25.349069814,2022-01-25 03:12:25.349069814
review_000094,order_000094,1,,,2022-01-24 08:27:33.450690138,2022-01-25 08:27:33.450690138
review_000095,order_000095,1,Title 94,Comment message 94,2022-01-24 13:42:41.552310462,2022-01-25 13:42:41.552310462
review_000096,order_000096,1,,,2022-01-24 18:57:49.653930786,2022-01-25 18:57:49.653930786
review_000097,order_000097,5,,,2022-01-25 00:12:57.755551110,2022-01-26 00:12:57.755551110
review_000098,order_000098,3,,Comment message 97,2022-01-25 05:28:05.857171434,2022-01-26 05:28:05.857171434
review_000099,order_000099,1,,Comment message 98,2022-01-25 10:43:13.958791758,2022-01-26 10:43:13.958791758
review_000100,order_000100,4,,,2022-01-25 15:58:22.060412082,2022-01-26 15:58:22.060412082
review_000101,order_000101,5,Title 100,,2022-01-25 21:13:30.162032406,2022-01-26 21:13:30.162032406
review_000102,order_000102,1,,Comment message 101,2022-01-26 02:28:38.263652730,2022-01-27 02:28:38.263652730
review_000103,order_000103,4,Title 102,Comment message 102,2022-01-26 07:43:46.365273054,2022-01-27 07:43:46.365273054
review_000104,order_000104,2,Title 103,,2022-01-26 12:58:54.466893378,2022-01-27 12:58:54.466893378
review_000105,order_000105,5,,Comment message 104,2022-01-26 18:14:02.568513703,2022-01-27 18:14:02.568513703
review_000106,order_000106,1,,,2022-01-26 23:29:10.670134027,2022-01-27 23:29:10.670134027
review_000107,order_000107,3,,,2022-01-27 04:44:18.771754351,2022-01-28 04:44:18.771754351
review_000108,order_000108,1,Title 107,,2022-01-27 09:59:26.873374675,2022-01-28 09:59:26.873374675
review_000109,order_000109,2,Title 108,Comment message 108,2022-01-27 15:14:34.974994999,2022-01-28 15:14:34.974994999
review_000110,order_000110,3,,Comment message 109,2022-01-27 20:29:43.076615323,2022-01-28 20:29:43.076615323
review_000111,order_000111,4,,Comment message 110,2022-01-28 01:44:51.178235647,2022-01-29 01:44:51.178235647
review_000112,order_000112,5,Title 111,,2022-01-28 06:59:59.279855971,2022-01-29 06:59:59.279855971
review_000113,order_000113,2,Title 112,,2022-01-28 12:15:07.381476295,2022-01-29 12:15:07.381476295
review_000114,order_000114,4,,,2022-01-28 17:30:15.483096619,2022-01-29 17:30:15.483096619
review_000115,order_000115,4,Title 114,Comment message 114,2022-01-28 22:45:23.584716943,2022-01-29 22:45:23.584716943
review_000116,order_000116,2,,,2022-01-29 04:00:31.686337267,2022-01-30 04:00:31.686337267
review_000117,order_000117,5,,Comment message 116,2022-01-29 09:15:39.787957591,2022-01-30 09:15:39.787957591
review_000118,order_000118,1,Title 117,Comment message 117,2022-01-29 14:30:47.889577915,2022-01-30 14:30:47.889577915
review_000119,order_000119,4,Title 118,Comment message 118,2022-01-29 19:45:55.991198239,2022-01-30 19:45:55.991198239
review_000120,order_000120,1,,,2022-01-30 01:01:04.092818564,2022-01-31 01:01:04.092818564
review_000121,order_000121,5,Title 120,,2022-01-30 06:16:12.194438888,2022-01-31 06:16:12.194438888
review_000122,order_000122,2,,Comment message 121,2022-01-30 11:31:20.296059212,2022-01-31 11:31:20.296059212
review_000123,order_000123,1,,,2022-01-30 16:46:28.397679536,2022-01-31 16:46:28.397679536
review_000124,order_000124,3,Title 123,Comment message 123,2022-01-30 22:01:36.499299860,2022-01-31 22:01:36.499299860
review_000125,order_000125,3,,,2022-01-31 03:16:44.600920184,2022-02-01 03:16:44.600920184
review_000126,order_000126,4,Title 125,,2022-01-31 08:31:52.702540508,2022-02-01 08:31:52.702540508
review_000127,order_000127,5,Title 126,,2022-01-31 13:47:00.804160832,2022-02-01 13:47:00.804160832
review_000128,order_000128,5,,,2022-01-31 19:02:08.905781156,2022-02-01 19:02:08.905781156
review_000129,order_000129,4,Title 128,,2022-02-01 00:17:17.007401480,2022-02-02 00:17:17.007401480
review_000130,order_000130,5,,Comment message 129,2022-02-01 05:32:25.109021804,2022-02-02 05:32:25.109021804
review_000131,order_000131,5,,Comment message 130,2022-02-01 10:47:33.210642128,2022-02-02 10:47:33.210642128
review_000132,order_000132,4,Title 131,,2022-02-01 16:02:41.312262452,2022-02-02 16:02:41.312262452
review_000133,order_000133,1,,,2022-02-01 21:17:49.413882777,2022-02-02 21:17:49.413882777
review_000134,order_000134,1,Title 133,,2022-02-02 02:32:57.515503101,2022-02-03 02:32:57.515503101
review_000135,order_000135,1,,Comment message 134,2022-02-02 07:48:05.617123425,2022-02-03 07:48:05.617123425
review_000136,order_000136,2,,Comment message 135,2022-02-02 13:03:13.718743749,2022-02-03 13:03:13.718743749
review_000137,order_000137,3,,Comment message 136,2022-02-02 18:18:21.820364073,2022-02-03 18:18:21.820364073
review_000138,order_000138,2,Title 137,Comment message 137,2022-02-02 23:33:29.921984397,2022-02-03 23:33:29.921984397
review_000139,order_000139,4,,Comment message 138,2022-02-03 04:48:38.023604721,2022-02-04 04:48:38.023604721
review_000140,order_000140,1,,,2022-02-03 10:03:46.125225045,2022-02-04 10:03:46.125225045
review_000141,order_000141,3,,Comment message 140,2022-02-03 15:18:54.226845369,2022-02-04 15:18:54.226845369
review_000142,order_000142,2,Title 141,,2022-02-03 20:34:02.328465693,2022-02-04 20:34:02.328465693
review_000143,order_000143,2,,,2022-02-04 01:49:10.430086017,2022-02-05 01:49:10.430086017
review_000144,order_000144,1,,Comment message 143,2022-02-04 07:04:18.531706341,2022-02-05 07:04:18.531706341
review_000145,order_000145,2,Title 144,Comment message 144,2022-02-04 12:19:26.633326665,2022-02-05 12:19:26.633326665
review_000146,order_000146,1,Title 145,,2022-02-04 17:34:34.734946989,2022-02-05 17:34:34.734946989
review_000147,order_000147,3,Title 146,Comment message 146,2022-02-04 22:49:42.836567313,2022-02-05 22:49:42.836567313
review_000148,order_000148,2,,,2022-02-05 04:04:50.938187638,2022-02-06 04:04:50.938187638
review_000149,order_000149,4,,,2022-02-05 09:19:59.039807962,2022-02-06 09:19:59.039807962
review_000150,order_000150,3,,,2022-02-05 14:35:07.141428286,2022-02-06 14:35:07.141428286
review_000151,order_000151,2,,,2022-02-05 19:50:15.243048610,2022-02-06 19:50:15.243048610
review_000152,order_000152,2,,Comment message 151,2022-02-06 01:05:23.344668934,2022-02-07 01:05:23.344668934
review_000153,order_000153,1,,,2022-02-06 06:20:31.446289258,2022-02-07 06:20:31.446289258
review_000154,order_000154,1,Title 153,Comment message 153,2022-02-06 11:35:39.547909582,2022-02-07 11:35:39.547909582
review_000155,order_000155,2,Title 154,Comment message 154,2022-02-06 16:50:47.649529906,2022-02-07 16:50:47.649529906
review_000156,order_000156,5,,,2022-02-06 22:05:55.751150230,2022-02-07 22:05:55.751150230
review_000157,order_000157,2,,Comment message 156,2022-02-07 03:21:03.852770554,2022-02-08 03:21:03.852770554
review_000158,order_000158,3,Title 157,Comment message 157,2022-02-07 08:36:11.954390878,2022-02-08 08:36:11.954390878
review_000159,order_000159,2,,Comment message 158,2022-02-07 13:51:20.056011202,2022-02-08 13:51:20.056011202
review_000160,order_000160,2,Title 159,,2022-02-07 19:06:28.157631526,2022-02-08 19:06:28.157631526
review_000161,order_000161,4,,Comment message 160,2022-02-08 00:21:36.259251850,2022-02-09 00:21:36.259251850
review_000162,order_000162,4,,,2022-02-08 05:36:44.360872174,2022-02-09 05:36:44.360872174
review_000163,order_000163,3,,Comment message 162,2022-02-08 10:51:52.462492499,2022-02-09 10:51:52.462492499
review_000164,order_000164,4,Title 163,Comment message 163,2022-02-08 16:07:00.564112823,2022-02-09 16:07:00.564112823
review_000165,order_000165,2,,Comment message 164,2022-02-08 21:22:08.665733147,2022-02-09 21:22:08.665733147
review_000166,order_000166,1,Title 165,,2022-02-09 02:37:16.767353471,2022-02-10 02:37:16.767353471
review_000167,order_000167,4,,Comment message 166,2022-02-09 07:52:24.868973795,2022-02-10 07:52:24.868973795
review_000168,order_000168,3,,,2022-02-09 13:07:32.970594119,2022-02-10 13:07:32.970594119
review_000169,order_000169,1,Title 168,Comment message 168,2022-02-09 18:22:41.072214443,2022-02-10 18:22:41.072214443
review_000170,order_000170,1,,Comment message 169,2022-02-09 23:37:49.173834767,2022-02-10 23:37:49.173834767
review_000171,order_000171,4,Title 170,Comment message 170,2022-02-10 04:52:57.275455091,2022-02-11 04:52:57.275455091
review_000172,order_000172,5,Title 171,,2022-02-10 10:08:05.377075415,2022-02-11 10:08:05.377075415
review_000173,order_000173,1,,,2022-02-10 15:23:13.478695739,2022-02-11 15:23:13.478695739
review_000174,order_000174,3,Title 173,Comment message 173,2022-02-10 20:38:21.580316063,2022-02-11 20:38:21.580316063
review_000175,order_000175,4,Title 174,,2022-02-11 01:53:29.681936387,2022-02-12 01:53:29.681936387
review_000176,order_000176,2,,,2022-02-11 07:08:37.783556711,2022-02-12 07:08:37.783556711
review_000177,order_000177,3,Title 176,,2022-02-11 12:23:45.885177035,2022-02-12 12:23:45.885177035
review_000178,order_000178,5,,,2022-02-11 17:38:53.986797360,2022-02-12 17:38:53.986797360
review_000179,order_000179,1,Title 178,Comment message 178,2022-02-11 22:54:02.088417684,2022-02-12 22:54:02.088417684
review_000180,order_000180,1,Title 179,,2022-02-12 04:09:10.190038008,2022-02-13 04:09:10.190038008
review_000181,order_000181,5,,,2022-02-12 09:24:18.291658332,2022-02-13 09:24:18.291658332
review_000182,order_000182,2,Title 181,,2022-02-12 14:39:26.393278656,2022-02-13 14:39:26.393278656
review_000183,order_000183,3,,Comment message 182,2022-02-12 19:54:34.494898980,2022-02-13 19:54:34.494898980
review_000184,order_000184,1,Title 183,,2022-02-13 01:09:42.596519304,2022-02-14 01:09:42.596519304
review_000185,order_000185,5,,Comment message 184,2022-02-13 06:24:50.698139628,2022-02-14 06:24:50.698139628
review_000186,order_000186,2,,Comment message 185,2022-02-13 11:39:58.799759952,2022-02-14 11:39:58.799759952
review_000187,order_000187,4,Title 186,Comment message 186,2022-02-13 16:55:06.901380276,2022-02-14 16:55:06.901380276
review_000188,order_000188,4,Title 187,,2022-02-13 22:10:15.003000600,2022-02-14 22:10:15.003000600
review_000189,order_000189,1,Title 188,Comment message 188,2022-02-14 03:25:23.104620924,2022-02-15 03:25:23.104620924
review_000190,order_000190,2,Title 189,,2022-02-14 08:40:31.206241248,2022-02-15 08:40:31.206241248
review_000191,order_000191,5,,Comment message 190,2022-02-14 13:55:39.307861572,2022-02-15 13:55:39.307861572
review_000192,order_000192,4,,,2022-02-14 19:10:47.409481896,2022-02-15 19:10:47.409481896
review_000193,order_000193,3,,Comment message 192,2022-02-15 00:25:55.511102221,2022-02-16 00:25:55.511102221
review_000194,order_000194,4,Title 193,Comment message 193,2022-02-15 05:41:03.612722545,2022-02-16 05:41:03.612722545
review_000195,order_000195,2,,,2022-02-15 10:56:11.714342869,2022-02-16 10:56:11.714342869
review_000196,order_000196,2,Title 195,Comment message 195,2022-02-15 16:11:19.815963193,2022-02-16 16:11:19.815963193
review_000197,order_000197,5,,,2022-02-15 21:26:27.917583517,2022-02-16 21:26:27.917583517
review_000198,order_000198,1,,,2022-02-16 02:41:36.019203841,2022-02-17 02:41:36.019203841
review_000199,order_000199,4,Title 198,Comment message 198,2022-02-16 07:56:44.120824165,2022-02-17 07:56:44.120824165
review_000200,order_000200,3,Title 199,Comment message 199,2022-02-16 13:11:52.222444489,2022-02-17 13:11:52.222444489
review_000201,order_000201,4,,,2022-02-16 18:27:00.324064813,2022-02-17 18:27:00.324064813
review_000202,order_000202,5,,Comment message 201,2022-02-16 23:42:08.425685137,2022-02-17 23:42:08.425685137
review_000203,order_000203,2,Title 202,,2022-02-17 04:57:16.527305461,2022-02-18 04:57:16.527305461
review_000204,order_000204,2,Title 203,,2022-02-17 10:12:24.628925785,2022-02-18 10:12:24.628925785
review_000205,order_000205,1,,,2022-02-17 15:27:32.730546109,2022-02-18 15:27:32.730546109
review_000206,order_000206,2,Title 205,,2022-02-17 20:42:40.832166433,2022-02-18 20:42:40.832166433
review_000207,order_000207,1,Title 206,,2022-02-18 01:57:48.933786757,2022-02-19 01:57:48.933786757
review_000208,order_000208,1,,,2022-02-18 07:12:57.035407081,2022-02-19 07:12:57.035407081
review_000209,order_000209,4,,,2022-02-18 12:28:05.137027406,2022-02-19 12:28:05.137027406
review_000210,order_000210,1,,,2022-02-18 17:43:13.238647730,2022-02-19 17:43:13.238647730
review_000211,order_000211,4,Title 210,,2022-02-18 22:58:21.340268054,2022-02-19 22:58:21.340268054
review_000212,order_000212,3,,,2022-02-19 04:13:29.441888378,2022-02-20 04:13:29.441888378
review_000213,order_000213,5,,Comment message 212,2022-02-19 09:28:37.543508702,2022-02-20 09:28:37.543508702
review_000214,order_000214,2,,,2022-02-19 14:43:45.645129026,2022-02-20 14:43:45.645129026
review_000215,order_000215,2,Title 214,,2022-02-19 19:58:53.746749350,2022-02-20 19:58:53.746749350
review_000216,order_000216,4,Title 215,,2022-02-20 01:14:01.848369674,2022-02-21 01:14:01.848369674
review_000217,order_000217,1,Title 216,Comment message 216,2022-02-20 06:29:09.949989998,2022-02-21 06:29:09.949989998
review_000218,order_000218,3,Title 217,,2022-02-20 11:44:18.051610322,2022-02-21 11:44:18.051610322
review_000219,order_000219,3,,,2022-02-20 16:59:26.153230646,2022-02-21 16:59:26.153230646
review_000220,order_000220,3,Title 219,,2022-02-20 22:14:34.254850970,2022-02-21 22:14:34.254850970
review_000221,order_000221,2,,Comment message 220,2022-02-21 03:29:42.356471294,2022-02-22 03:29:42.356471294
review_000222,order_000222,3,Title 221,,2022-02-21 08:44:50.458091618,2022-02-22 08:44:50.458091618
review_000223,order_000223,1,Title 222,Comment message 222,2022-02-21 13:59:58.559711942,2022-02-22 13:59:58.559711942
review_000224,order_000224,1,Title 223,Comment message 223,2022-02-21 19:15:06.661332267,2022-02-22 19:15:06.661332267
review_000225,order_000225,3,,,2022-02-22 00:30:14.762952591,2022-02-23 00:30:14.762952591
review_000226,order_000226,1,,Comment message 225,2022-02-22 05:45:22.864572915,2022-02-23 05:45:22.864572915
review_000227,order_000227,4,,,2022-02-22 11:00:30.966193239,2022-02-23 11:00:30.966193239
review_000228,order_000228,4,,,2022-02-22 16:15:39.067813563,2022-02-23 16:15:39.067813563
review_000229,order_000229,4,,Comment message 228,2022-02-22 21:30:47.169433887,2022-02-23 21:30:47.169433887
review_000230,order_000230,2,Title 229,,2022-02-23 02:45:55.271054211,2022-02-24 02:45:55.271054211
review_000231,order_000231,5,,Comment message 230,2022-02-23 08:01:03.372674535,2022-02-24 08:01:03.372674535
review_000232,order_000232,2,Title 231,,2022-02-23 13:16:11.474294859,2022-02-24 13:16:11.474294859
review_000233,order_000233,1,,Comment message 232,2022-02-23 18:31:19.575915183,2022-02-24 18:31:19.575915183
review_000234,order_000234,1,Title 233,,2022-02-23 23:46:27.677535507,2022-02-24 23:46:27.677535507
review_000235,order_000235,3,,Comment message 234,2022-02-24 05:01:35.779155831,2022-02-25 05:01:35.779155831
review_000236,order_000236,5,,,2022-02-24 10:16:43.880776155,2022-02-25 10:16:43.880776155
review_000237,order_000237,4,,,2022-02-24 15:31:51.982396479,2022-02-25 15:31:51.982396479
review_000238,order_000238,4,Title 237,,2022-02-24 20:47:00.084016803,2022-02-25 20:47:00.084016803
review_000239,order_000239,5,,,2022-02-25 02:02:08.185637128,2022-02-26 02:02:08.185637128
review_000240,order_000240,4,Title 239,Comment message 239,2022-02-25 07:17:16.287257452,2022-02-26 07:17:16.287257452
review_000241,order_000241,4,Title 240,Comment message 240,2022-02-25 12:32:24.388877776,2022-02-26 12:32:24.388877776
review_000242,order_000242,2,Title 241,,2022-02-25 17:47:32.490498100,2022-02-26 17:47:32.490498100
review_000243,order_000243,2,Title 242,,2022-02-25 23:02:40.592118424,2022-02-26 23:02:40.592118424
review_000244,order_000244,1,Title 243,Comment message 243,2022-02-26 04:17:48.693738748,2022-02-27 04:17:48.693738748
review_000245,order_000245,4,Title 244,,2022-02-26 09:32:56.795359072,2022-02-27 09:32:56.795359072
review_000246,order_000246,2,Title 245,,2022-02-26 14:48:04.896979396,2022-02-27 14:48:04.896979396
review_000247,order_000247,4,Title 246,Comment message 246,2022-02-26 20:03:12.998599720,2022-02-27 20:03:12.998599720
review_000248,order_000248,3,Title 247,Comment message 247,2022-02-27 01:18:21.100220044,2022-02-28 01:18:21.100220044
review_000249,order_000249,2,Title 248,Comment message 248,2022-02-27 06:33:29.201840368,2022-02-28 06:33:29.201840368
review_000250,order_000250,5,,,2022-02-27 11:48:37.303460693,2022-02-28 11:48:37.303460693
review_000251,order_000251,4,,,2022-02-27 17:03:45.405081017,2022-02-28 17:03:45.405081017
review_000252,order_000252,1,Title 251,Comment message 251,2022-02-27 22:18:53.506701341,2022-02-28 22:18:53.506701341
review_000253,order_000253,5,Title 252,,2022-02-28 03:34:01.608321665,2022-03-01 03:34:01.608321665
review_000254,order_000254,5,Title 253,Comment message 253,2022-02-28 08:49:09.709941989,2022-03-01 08:49:09.709941989
review_000255,order_000255,3,,Comment message 254,2022-02-28 14:04:17.811562313,2022-03-01 14:04:17.811562313
review_000256,order_000256,5,Title 255,,2022-02-28 19:19:25.913182637,2022-03-01 19:19:25.913182637
review_000257,order_000257,5,Title 256,Comment message 256,2022-03-01 00:34:34.014802961,2022-03-02 00:34:34.014802961
review_000258,order_000258,2,,Comment message 257,2022-03-01 05:49:42.116423285,2022-03-02 05:49:42.116423285
review_000259,order_000259,3,,,2022-03-01 11:04:50.218043609,2022-03-02 11:04:50.218043609
review_000260,order_000260,3,,Comment message 259,2022-03-01 16:19:58.319663933,2022-03-02 16:19:58.319663933
review_000261,order_000261,3,Title 260,,2022-03-01 21:35:06.421284257,2022-03-02 21:35:06.421284257
review_000262,order_000262,1,,Comment message 261,2022-03-02 02:50:14.522904581,2022-03-03 02:50:14.522904581
review_000263,order_000263,3,,Comment message 262,2022-03-02 08:05:22.624524905,2022-03-03 08:05:22.624524905
review_000264,order_000264,2,,,2022-03-02 13:20:30.726145229,2022-03-03 13:20:30.726145229
review_000265,order_000265,5,,,2022-03-02 18:35:38.827765554,2022-03-03 18:35:38.827765554
