order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date
order_000052,cust_00091,shipped,2022-01-12 04:06:34.638927785,2022-01-12 04:06:34.638927785,2022-01-13 03:51:53.182636527,2022-01-14 03:51:53.182636527,2022-01-21 04:21:16.095219043
order_000053,cust_00529,delivered,2022-01-12 09:22:00.024004800,2022-01-12 09:22:00.024004800,2022-01-13 09:07:01.284256851,2022-01-14 09:07:01.284256851,2022-01-21 09:36:58.763752750
order_000054,cust_00795,delivered,2022-01-12 14:37:25.409081816,2022-01-12 14:37:25.409081816,2022-01-13 14:22:09.385877175,2022-01-14 14:22:09.385877175,2022-01-21 14:52:41.432286457
order_000055,cust_00770,delivered,2022-01-12 19:52:50.794158831,2022-01-12 19:52:50.794158831,2022-01-13 19:37:17.487497499,2022-01-14 19:37:17.487497499,2022-01-21 20:08:24.100820164
order_000056,cust_00722,processing,2022-01-13 01:08:16.179235847,2022-01-13 01:08:16.179235847,2022-01-14 00:52:25.589117823,2022-01-15 00:52:25.589117823,2022-01-22 01:24:06.769353870
order_000057,cust_00398,delivered,2022-01-13 06:23:41.564312862,2022-01-13 06:23:41.564312862,2022-01-14 06:07:33.690738147,2022-01-15 06:07:33.690738147,2022-01-22 06:39:49.437887577
order_000058,cust_00633,delivered,2022-01-13 11:39:06.949389877,2022-01-13 11:39:06.949389877,2022-01-14 11:22:41.792358471,2022-01-15 11:22:41.792358471,2022-01-22 11:55:32.106421284
order_000059,cust_00595,delivered,2022-01-13 16:54:32.334466893,2022-01-13 16:54:32.334466893,2022-01-14 16:37:49.893978795,2022-01-15 16:37:49.893978795,2022-01-22 17:11:14.774954991
order_000060,cust_00407,delivered,2022-01-13 22:09:57.719543908,2022-01-13 22:09:57.719543908,2022-01-14 21:52:57.995599119,2022-01-15 21:52:57.995599119,2022-01-22 22:26:57.443488697
order_000061,cust_00981,shipped,2022-01-14 03:25:23.104620924,2022-01-14 03:25:23.104620924,2022-01-15 03:08:06.097219444,2022-01-16 03:08:06.097219444,2022-01-23 03:42:40.112022404
order_000062,cust_00509,shipped,2022-01-14 08:40:48.489697939,2022-01-14 08:40:48.489697939,2022-01-15 08:23:14.198839768,2022-01-16 08:23:14.198839768,2022-01-23 08:58:22.780556111
order_000063,cust_00333,shipped,2022-01-14 13:56:13.874774955,2022-01-14 13:56:13.874774955,2022-01-15 13:38:22.300460092,2022-01-16 13:38:22.300460092,2022-01-23 14:14:05.449089818
order_000064,cust_00738,delivered,2022-01-14 19:11:39.259851970,2022-01-14 19:11:39.259851970,2022-01-15 18:53:30.402080416,2022-01-16 18:53:30.402080416,2022-01-23 19:29:48.117623524
order_000065,cust_00714,delivered,2022-01-15 00:27:04.644928985,2022-01-15 00:27:04.644928985,2022-01-16 00:08:38.503700740,2022-01-17 00:08:38.503700740,2022-01-24 00:45:30.786157231
order_000066,cust_00150,delivered,2022-01-15 05:42:30.030006001,2022-01-15 05:42:30.030006001,2022-01-16 05:23:46.605321064,2022-01-17 05:23:46.605321064,2022-01-24 06:01:13.454690938
order_000067,cust_00705,delivered,2022-01-15 10:57:55.415083016,2022-01-15 10:57:55.415083016,2022-01-16 10:38:54.706941388,2022-01-17 10:38:54.706941388,2022-01-24 11:16:56.123224645
order_000068,cust_00308,delivered,2022-01-15 16:13:20.800160032,2022-01-15 16:13:20.800160032,2022-01-16 15:54:02.808561712,2022-01-17 15:54:02.808561712,2022-01-24 16:32:38.791758351
order_000069,cust_00393,canceled,2022-01-15 21:28:46.185237047,2022-01-15 21:28:46.185237047,2022-01-16 21:09:10.910182036,2022-01-17 21:09:10.910182036,2022-01-24 21:48:21.460292058
order_000070,cust_00132,shipped,2022-01-16 02:44:11.570314062,2022-01-16 02:44:11.570314062,2022-01-17 02:24:19.011802360,2022-01-18 02:24:19.011802360,2022-01-25 03:04:04.128825765
order_000071,cust_00713,delivered,2022-01-16 07:59:36.955391078,2022-01-16 07:59:36.955391078,2022-01-17 07:39:27.113422684,2022-01-18 07:39:27.113422684,2022-01-25 08:19:46.797359472
order_000072,cust_00778,delivered,2022-01-16 13:15:02.340468093,2022-01-16 13:15:02.340468093,2022-01-17 12:54:35.215043008,2022-01-18 12:54:35.215043008,2022-01-25 13:35:29.465893178
order_000073,cust_00900,delivered,2022-01-16 18:30:27.725545109,2022-01-16 18:30:27.725545109,2022-01-17 18:09:43.316663332,2022-01-18 18:09:43.316663332,2022-01-25 18:51:12.134426885
order_000074,cust_00784,delivered,2022-01-16 23:45:53.110622124,2022-01-16 23:45:53.110622124,2022-01-17 23:24:51.418283656,2022-01-18 23:24:51.418283656,2022-01-26 00:06:54.802960592
order_000075,cust_00059,delivered,2022-01-17 05:01:18.495699139,2022-01-17 05:01:18.495699139,2022-01-18 04:39:59.519903981,2022-01-19 04:39:59.519903981,2022-01-26 05:22:37.471494299
order_000076,cust_00366,delivered,2022-01-17 10:16:43.880776155,2022-01-17 10:16:43.880776155,2022-01-18 09:55:07.621524305,2022-01-19 09:55:07.621524305,2022-01-26 10:38:20.140028005
order_000077,cust_00334,delivered,2022-01-17 15:32:09.265853170,2022-01-17 15:32:09.265853170,2022-01-18 15:10:15.723144629,2022-01-19 15:10:15.723144629,2022-01-26 15:54:02.808561712
order_000078,cust_00480,shipped,2022-01-17 20:47:34.650930186,2022-01-17 20:47:34.650930186,2022-01-18 20:25:23.824764953,2022-01-19 20:25:23.824764953,2022-01-26 21:09:45.477095419
order_000079,cust_00732,delivered,2022-01-18 02:03:00.036007201,2022-01-18 02:03:00.036007201,2022-01-19 01:40:31.926385277,2022-01-20 01:40:31.926385277,2022-01-27 02:25:28.145629126
order_000080,cust_00342,delivered,2022-01-18 07:18:25.421084216,2022-01-18 07:18:25.421084216,2022-01-19 06:55:40.028005601,2022-01-20 06:55:40.028005601,2022-01-27 07:41:10.814162832
order_000081,cust_00603,delivered,2022-01-18 12:33:50.806161232,2022-01-18 12:33:50.806161232,2022-01-19 12:10:48.129625925,2022-01-20 12:10:48.129625925,2022-01-27 12:56:53.482696539
order_000082,cust_00486,shipped,2022-01-18 17:49:16.191238247,2022-01-18 17:49:16.191238247,2022-01-19 17:25:56.231246249,2022-01-20 17:25:56.231246249,2022-01-27 18:12:36.151230246
order_000083,cust_00822,delivered,2022-01-18 23:04:41.576315263,2022-01-18 23:04:41.576315263,2022-01-19 22:41:04.332866573,2022-01-20 22:41:04.332866573,2022-01-27 23:28:18.819763952
order_000084,cust_00774,delivered,2022-01-19 04:20:06.961392278,2022-01-19 04:20:06.961392278,2022-01-20 03:56:12.434486897,2022-01-21 03:56:12.434486897,2022-01-28 04:44:01.488297659
order_000085,cust_00309,delivered,2022-01-19 09:35:32.346469293,2022-01-19 09:35:32.346469293,2022-01-20 09:11:20.536107221,2022-01-21 09:11:20.536107221,2022-01-28 09:59:44.156831366
order_000086,cust_00807,canceled,2022-01-19 14:50:57.731546309,2022-01-19 14:50:57.731546309,2022-01-20 14:26:28.637727545,2022-01-21 14:26:28.637727545,2022-01-28 15:15:26.825365073
order_000087,cust_00624,canceled,2022-01-19 20:06:23.116623324,2022-01-19 20:06:23.116623324,2022-01-20 19:41:36.739347869,2022-01-21 19:41:36.739347869,2022-01-28 20:31:09.493898779
order_000088,cust_00095,delivered,2022-01-20 01:21:48.501700340,2022-01-20 01:21:48.501700340,2022-01-21 00:56:44.840968193,2022-01-22 00:56:44.840968193,2022-01-29 01:46:52.162432486
order_000089,cust_00187,delivered,2022-01-20 06:37:13.886777355,2022-01-20 06:37:13.886777355,2022-01-21 06:11:52.942588517,2022-01-22 06:11:52.942588517,2022-01-29 07:02:34.830966193
order_000090,cust_00496,delivered,2022-01-20 11:52:39.271854370,2022-01-20 11:52:39.271854370,2022-01-21 11:27:01.044208842,2022-01-22 11:27:01.044208842,2022-01-29 12:18:17.499499900
order_000091,cust_00618,canceled,2022-01-20 17:08:04.656931386,2022-01-20 17:08:04.656931386,2022-01-21 16:42:09.145829166,2022-01-22 16:42:09.145829166,2022-01-29 17:34:00.168033606
order_000092,cust_00020,delivered,2022-01-20 22:23:30.042008401,2022-01-20 22:23:30.042008401,2022-01-21 21:57:17.247449490,2022-01-22 21:57:17.247449490,2022-01-29 22:49:42.836567313
order_000093,cust_00154,delivered,2022-01-21 03:38:55.427085417,2022-01-21 03:38:55.427085417,2022-01-22 03:12:25.349069814,2022-01-23 03:12:25.349069814,2022-01-30 04:05:25.505101020
order_000094,cust_00083,delivered,2022-01-21 08:54:20.812162432,2022-01-21 08:54:20.812162432,2022-01-22 08:27:33.450690138,2022-01-23 08:27:33.450690138,2022-01-30 09:21:08.173634727
order_000095,cust_00016,delivered,2022-01-21 14:09:46.197239447,2022-01-21 14:09:46.197239447,2022-01-22 13:42:41.552310462,2022-01-23 13:42:41.552310462,2022-01-30 14:36:50.842168433
order_000096,cust_00574,delivered,2022-01-21 19:25:11.582316463,2022-01-21 19:25:11.582316463,2022-01-22 18:57:49.653930786,2022-01-23 18:57:49.653930786,2022-01-30 19:52:33.510702140
order_000097,cust_00775,delivered,2022-01-22 00:40:36.967393478,2022-01-22 00:40:36.967393478,2022-01-23 00:12:57.755551110,2022-01-24 00:12:57.755551110,2022-01-31 01:08:16.179235847
order_000098,cust_00348,delivered,2022-01-22 05:56:02.352470494,2022-01-22 05:56:02.352470494,2022-01-23 05:28:05.857171434,2022-01-24 05:28:05.857171434,2022-01-31 06:23:58.847769554
order_000099,cust_00245,shipped,2022-01-22 11:11:27.737547509,2022-01-22 11:11:27.737547509,2022-01-23 10:43:13.958791758,2022-01-24 10:43:13.958791758,2022-01-31 11:39:41.516303260
order_000100,cust_00580,shipped,2022-01-22 16:26:53.122624524,2022-01-22 16:26:53.122624524,2022-01-23 15:58:22.060412082,2022-01-24 15:58:22.060412082,2022-01-31 16:55:24.184836967
order_000101,cust_00557,delivered,2022-01-22 21:42:18.507701540,2022-01-22 21:42:18.507701540,2022-01-23 21:13:30.162032406,2022-01-24 21:13:30.162032406,2022-01-31 22:11:06.853370674
order_000102,cust_00317,delivered,2022-01-23 02:57:43.892778555,2022-01-23 02:57:43.892778555,2022-01-24 02:28:38.263652730,2022-01-25 02:28:38.263652730,2022-02-01 03:26:49.521904381
order_000103,cust_00420,delivered,2022-01-23 08:13:09.277855571,2022-01-23 08:13:09.277855571,2022-01-24 07:43:46.365273054,2022-01-25 07:43:46.365273054,2022-02-01 08:42:32.190438087
order_000104,cust_00851,delivered,2022-01-23 13:28:34.662932586,2022-01-23 13:28:34.662932586,2022-01-24 12:58:54.466893378,2022-01-25 12:58:54.466893378,2022-02-01 13:58:14.858971794
order_000105,cust_00674,shipped,2022-01-23 18:44:00.048009601,2022-01-23 18:44:00.048009601,2022-01-24 18:14:02.568513703,2022-01-25 18:14:02.568513703,2022-02-01 19:13:57.527505501
order_000106,cust_00635,delivered,2022-01-23 23:59:25.433086617,2022-01-23 23:59:25.433086617,2022-01-24 23:29:10.670134027,2022-01-25 23:29:10.670134027,2022-02-02 00:29:40.196039208
order_000107,cust_00573,shipped,2022-01-24 05:14:50.818163632,2022-01-24 05:14:50.818163632,2022-01-25 04:44:18.771754351,2022-01-26 04:44:18.771754351,2022-02-02 05:45:22.864572914
order_000108,cust_00114,delivered,2022-01-24 10:30:16.203240648,2022-01-24 10:30:16.203240648,2022-01-25 09:59:26.873374675,2022-01-26 09:59:26.873374675,2022-02-02 11:01:05.533106621
order_000109,cust_00467,shipped,2022-01-24 15:45:41.588317663,2022-01-24 15:45:41.588317663,2022-01-25 15:14:34.974994999,2022-01-26 15:14:34.974994999,2022-02-02 16:16:48.201640328
order_000110,cust_00409,delivered,2022-01-24 21:01:06.973394678,2022-01-24 21:01:06.973394678,2022-01-25 20:29:43.076615323,2022-01-26 20:29:43.076615323,2022-02-02 21:32:30.870174035
order_000111,cust_00675,delivered,2022-01-25 02:16:32.358471694,2022-01-25 02:16:32.358471694,2022-01-26 01:44:51.178235647,2022-01-27 01:44:51.178235647,2022-02-03 02:48:13.538707741
order_000112,cust_00530,delivered,2022-01-25 07:31:57.743548709,2022-01-25 07:31:57.743548709,2022-01-26 06:59:59.279855971,2022-01-27 06:59:59.279855971,2022-02-03 08:03:56.207241448
order_000113,cust_00377,delivered,2022-01-25 12:47:23.128625725,2022-01-25 12:47:23.128625725,2022-01-26 12:15:07.381476295,2022-01-27 12:15:07.381476295,2022-02-03 13:19:38.875775155
order_000114,cust_00813,delivered,2022-01-25 18:02:48.513702740,2022-01-25 18:02:48.513702740,2022-01-26 17:30:15.483096619,2022-01-27 17:30:15.483096619,2022-02-03 18:35:21.544308861
order_000115,cust_00549,delivered,2022-01-25 23:18:13.898779755,2022-01-25 23:18:13.898779755,2022-01-26 22:45:23.584716943,2022-01-27 22:45:23.584716943,2022-02-03 23:51:04.212842568
order_000116,cust_00154,delivered,2022-01-26 04:33:39.283856771,2022-01-26 04:33:39.283856771,2022-01-27 04:00:31.686337267,2022-01-28 04:00:31.686337267,2022-02-04 05:06:46.881376275
order_000117,cust_00872,delivered,2022-01-26 09:49:04.668933786,2022-01-26 09:49:04.668933786,2022-01-27 09:15:39.787957591,2022-01-28 09:15:39.787957591,2022-02-04 10:22:29.549909982
order_000118,cust_00892,delivered,2022-01-26 15:04:30.054010802,2022-01-26 15:04:30.054010802,2022-01-27 14:30:47.889577915,2022-01-28 14:30:47.889577915,2022-02-04 15:38:12.218443688
order_000119,cust_00826,processing,2022-01-26 20:19:55.439087817,2022-01-26 20:19:55.439087817,2022-01-27 19:45:55.991198239,2022-01-28 19:45:55.991198239,2022-02-04 20:53:54.886977395
order_000120,cust_00928,shipped,2022-01-27 01:35:20.824164833,2022-01-27 01:35:20.824164833,2022-01-28 01:01:04.092818564,2022-01-29 01:01:04.092818564,2022-02-05 02:09:37.555511102
order_000121,cust_00871,delivered,2022-01-27 06:50:46.209241848,2022-01-27 06:50:46.209241848,2022-01-28 06:16:12.194438888,2022-01-29 06:16:12.194438888,2022-02-05 07:25:20.224044809
order_000122,cust_00889,delivered,2022-01-27 12:06:11.594318863,2022-01-27 12:06:11.594318863,2022-01-28 11:31:20.296059212,2022-01-29 11:31:20.296059212,2022-02-05 12:41:02.892578516
order_000123,cust_00421,delivered,2022-01-27 17:21:36.979395879,2022-01-27 17:21:36.979395879,2022-01-28 16:46:28.397679536,2022-01-29 16:46:28.397679536,2022-02-05 17:56:45.561112222
order_000124,cust_00566,delivered,2022-01-27 22:37:02.364472894,2022-01-27 22:37:02.364472894,2022-01-28 22:01:36.499299860,2022-01-29 22:01:36.499299860,2022-02-05 23:12:28.229645929
order_000125,cust_00754,delivered,2022-01-28 03:52:27.749549910,2022-01-28 03:52:27.749549910,2022-01-29 03:16:44.600920184,2022-01-30 03:16:44.600920184,2022-02-06 04:28:10.898179636
order_000126,cust_00925,delivered,2022-01-28 09:07:53.134626925,2022-01-28 09:07:53.134626925,2022-01-29 08:31:52.702540508,2022-01-30 08:31:52.702540508,2022-02-06 09:43:53.566713343
order_000127,cust_00535,delivered,2022-01-28 14:23:18.519703940,2022-01-28 14:23:18.519703940,2022-01-29 13:47:00.804160832,2022-01-30 13:47:00.804160832,2022-02-06 14:59:36.235247049
order_000128,cust_00439,shipped,2022-01-28 19:38:43.904780956,2022-01-28 19:38:43.904780956,2022-01-29 19:02:08.905781156,2022-01-30 19:02:08.905781156,2022-02-06 20:15:18.903780756
order_000129,cust_00352,delivered,2022-01-29 00:54:09.289857971,2022-01-29 00:54:09.289857971,2022-01-30 00:17:17.007401480,2022-01-31 00:17:17.007401480,2022-02-07 01:31:01.572314463
order_000130,cust_00666,delivered,2022-01-29 06:09:34.674934987,2022-01-29 06:09:34.674934987,2022-01-30 05:32:25.109021804,2022-01-31 05:32:25.109021804,2022-02-07 06:46:44.240848169
order_000131,cust_00516,delivered,2022-01-29 11:25:00.060012002,2022-01-29 11:25:00.060012002,2022-01-30 10:47:33.210642128,2022-01-31 10:47:33.210642128,2022-02-07 12:02:26.909381876
order_000132,cust_00676,shipped,2022-01-29 16:40:25.445089017,2022-01-29 16:40:25.445089017,2022-01-30 16:02:41.312262452,2022-01-31 16:02:41.312262452,2022-02-07 17:18:09.577915583
order_000133,cust_00573,delivered,2022-01-29 21:55:50.830166033,2022-01-29 21:55:50.830166033,2022-01-30 21:17:49.413882777,2022-01-31 21:17:49.413882777,2022-02-07 22:33:52.246449290
order_000134,cust_00678,shipped,2022-01-30 03:11:16.215243048,2022-01-30 03:11:16.215243048,2022-01-31 02:32:57.515503101,2022-02-01 02:32:57.515503101,2022-02-08 03:49:34.914982996
order_000135,cust_00889,delivered,2022-01-30 08:26:41.600320064,2022-01-30 08:26:41.600320064,2022-01-31 07:48:05.617123425,2022-02-01 07:48:05.617123425,2022-02-08 09:05:17.583516703
order_000136,cust_00037,shipped,2022-01-30 13:42:06.985397079,2022-01-30 13:42:06.985397079,2022-01-31 13:03:13.718743749,2022-02-01 13:03:13.718743749,2022-02-08 14:21:00.252050410
order_000137,cust_00832,delivered,2022-01-30 18:57:32.370474094,2022-01-30 18:57:32.370474094,2022-01-31 18:18:21.820364073,2022-02-01 18:18:21.820364073,2022-02-08 19:36:42.920584117
order_000138,cust_00070,delivered,2022-01-31 00:12:57.755551110,2022-01-31 00:12:57.755551110,2022-01-31 23:33:29.921984397,2022-02-01 23:33:29.921984397,2022-02-09 00:52:25.589117823
